"";
"Empresa";"1 - Ruppenthal Engenharia e Construção Ltda";
"Período";"01/05/2025 a 31/10/2027";"Data do cálculo";"12/05/2026";
"Juros";"0,00";"Multa";"0,00";
"Após Vencto - Indexador";"0 REAL";
"";
"Centro de Custo: ";"4 - Orla de Ipanema";
"Credor";"Documento";"Lançamento";"Qt.";"Ind.";"Data vencto";"%";"Dias";"Valor no vencto";"Acréscimo";"Desconto";"Total";
"INDUSTRIA DE ARTEFATOS DE CIMENTO PALMARES EIRELI";"NFM. 17199";"4158/2";"2";"0";"09/05/2026";"100,00";"3";"4.240,00";"0,00";"0,00";"4.240,00";
"INDUSTRIA DE ARTEFATOS DE CIMENTO PALMARES EIRELI";"NFM. 17209";"4159/2";"2";"0";"10/05/2026";"100,00";"2";"3.830,00";"0,00";"0,00";"3.830,00";
"INDUSTRIA DE ARTEFATOS DE CIMENTO PALMARES EIRELI";"NFM. 17223";"4205/2";"2";"0";"11/05/2026";"100,00";"1";"2.755,00";"0,00";"0,00";"2.755,00";
"LB MATERIAIS DE CONSTRUÇÃO LTDA CASA DO CONSTRUTOR";"NFM. 761";"2989/1";"1";"0";"27/01/2026";"100,00";"105";"1.195,80";"0,00";"0,00";"1.195,80";
"MINISTERIO DA FAZENDA";"DARF. 202603";"3973/1";"1";"0";"30/04/2026";"100,00";"12";"833,98";"0,00";"0,00";"833,98";
"                          Obs: IMPOSTOS LOTEAMENTO IGTEJINHA - CSLL / IRPJ";
"MINISTERIO DA FAZENDA";"DARF. 270226";"3568/3";"22";"0";"20/05/2026";"100,00";"0";"502,51";"0,00";"0,00";"502,51";
"                          Obs: INSS SOBRE PROLABORE PATRICK LOTEAMENTO IGREJINHA";
"MINISTERIO DA FAZENDA";"DARF. 270226";"3568/4";"22";"0";"20/06/2026";"100,00";"0";"502,51";"0,00";"0,00";"502,51";
"                          Obs: INSS SOBRE PROLABORE PATRICK LOTEAMENTO IGREJINHA";
"MINISTERIO DA FAZENDA";"DARF. 270226";"3568/5";"22";"0";"20/07/2026";"100,00";"0";"502,51";"0,00";"0,00";"502,51";
"                          Obs: INSS SOBRE PROLABORE PATRICK LOTEAMENTO IGREJINHA";
"MINISTERIO DA FAZENDA";"DARF. 270226";"3568/6";"22";"0";"20/08/2026";"100,00";"0";"502,51";"0,00";"0,00";"502,51";
"                          Obs: INSS SOBRE PROLABORE PATRICK LOTEAMENTO IGREJINHA";
"MINISTERIO DA FAZENDA";"DARF. 270226";"3568/7";"22";"0";"20/09/2026";"100,00";"0";"502,51";"0,00";"0,00";"502,51";
"                          Obs: INSS SOBRE PROLABORE PATRICK LOTEAMENTO IGREJINHA";
"MINISTERIO DA FAZENDA";"DARF. 270226";"3568/8";"22";"0";"20/10/2026";"100,00";"0";"502,51";"0,00";"0,00";"502,51";
"                          Obs: INSS SOBRE PROLABORE PATRICK LOTEAMENTO IGREJINHA";
"MINISTERIO DA FAZENDA";"DARF. 270226";"3568/9";"22";"0";"20/11/2026";"100,00";"0";"502,51";"0,00";"0,00";"502,51";
"                          Obs: INSS SOBRE PROLABORE PATRICK LOTEAMENTO IGREJINHA";
"MINISTERIO DA FAZENDA";"DARF. 270226";"3568/10";"22";"0";"20/12/2026";"100,00";"0";"502,51";"0,00";"0,00";"502,51";
"                          Obs: INSS SOBRE PROLABORE PATRICK LOTEAMENTO IGREJINHA";
"MINISTERIO DA FAZENDA";"DARF. 270226";"3568/11";"22";"0";"20/01/2027";"100,00";"0";"502,51";"0,00";"0,00";"502,51";
"                          Obs: INSS SOBRE PROLABORE PATRICK LOTEAMENTO IGREJINHA";
"MINISTERIO DA FAZENDA";"DARF. 270226";"3568/12";"22";"0";"20/02/2027";"100,00";"0";"502,51";"0,00";"0,00";"502,51";
"                          Obs: INSS SOBRE PROLABORE PATRICK LOTEAMENTO IGREJINHA";
"MINISTERIO DA FAZENDA";"DARF. 270226";"3568/13";"22";"0";"20/03/2027";"100,00";"0";"502,51";"0,00";"0,00";"502,51";
"                          Obs: INSS SOBRE PROLABORE PATRICK LOTEAMENTO IGREJINHA";
"MINISTERIO DA FAZENDA";"DARF. 270226";"3568/14";"22";"0";"20/04/2027";"100,00";"0";"502,51";"0,00";"0,00";"502,51";
"                          Obs: INSS SOBRE PROLABORE PATRICK LOTEAMENTO IGREJINHA";
"MINISTERIO DA FAZENDA";"DARF. 270226";"3568/15";"22";"0";"20/05/2027";"100,00";"0";"502,51";"0,00";"0,00";"502,51";
"                          Obs: INSS SOBRE PROLABORE PATRICK LOTEAMENTO IGREJINHA";
"MINISTERIO DA FAZENDA";"DARF. 270226";"3568/16";"22";"0";"20/06/2027";"100,00";"0";"502,51";"0,00";"0,00";"502,51";
"                          Obs: INSS SOBRE PROLABORE PATRICK LOTEAMENTO IGREJINHA";
"MINISTERIO DA FAZENDA";"DARF. 270226";"3568/17";"22";"0";"20/07/2027";"100,00";"0";"502,51";"0,00";"0,00";"502,51";
"                          Obs: INSS SOBRE PROLABORE PATRICK LOTEAMENTO IGREJINHA";
"MINISTERIO DA FAZENDA";"DARF. 270226";"3568/18";"22";"0";"20/08/2027";"100,00";"0";"502,51";"0,00";"0,00";"502,51";
"                          Obs: INSS SOBRE PROLABORE PATRICK LOTEAMENTO IGREJINHA";
"MINISTERIO DA FAZENDA";"DARF. 270226";"3568/19";"22";"0";"20/09/2027";"100,00";"0";"502,51";"0,00";"0,00";"502,51";
"                          Obs: INSS SOBRE PROLABORE PATRICK LOTEAMENTO IGREJINHA";
"MINISTERIO DA FAZENDA";"DARF. 270226";"3568/20";"22";"0";"20/10/2027";"100,00";"0";"502,51";"0,00";"0,00";"502,51";
"                          Obs: INSS SOBRE PROLABORE PATRICK LOTEAMENTO IGREJINHA";
"Multimodulos Containers Ltda";"FAT. 4282";"4423/1";"1";"0";"20/04/2026";"100,00";"22";"1.520,00";"0,00";"0,00";"1.520,00";
"N.B. LOCACOES";"FAT. 11753";"4584/1";"1";"0";"24/05/2026";"100,00";"0";"2.200,00";"0,00";"0,00";"2.200,00";
"                          Obs: ROLO LISO- LOCAÇÃO 09/04";
"PAVIMENTACOES TREIN LTDA";"NFM. 050326";"3759/5";"9";"0";"03/06/2026";"100,00";"0";"7.800,00";"0,00";"0,00";"7.800,00";
"                          Obs: CHEQUES 
121-05/03,172-13/03,122-05/04,123-05/05,124-05/06,127-05/09,128-05/10,129-05/11,130-05/12
PAVS";
"PAVIMENTACOES TREIN LTDA";"NFM. 050326";"3759/6";"9";"0";"03/09/2026";"100,00";"0";"7.800,00";"0,00";"0,00";"7.800,00";
"                          Obs: CHEQUES 
121-05/03,172-13/03,122-05/04,123-05/05,124-05/06,127-05/09,128-05/10,129-05/11,130-05/12
PAVS";
"PAVIMENTACOES TREIN LTDA";"NFM. 050326";"3759/7";"9";"0";"03/10/2026";"100,00";"0";"7.800,00";"0,00";"0,00";"7.800,00";
"                          Obs: CHEQUES 
121-05/03,172-13/03,122-05/04,123-05/05,124-05/06,127-05/09,128-05/10,129-05/11,130-05/12
PAVS";
"PAVIMENTACOES TREIN LTDA";"NFM. 050326";"3759/8";"9";"0";"03/11/2026";"100,00";"0";"7.800,00";"0,00";"0,00";"7.800,00";
"                          Obs: CHEQUES 
121-05/03,172-13/03,122-05/04,123-05/05,124-05/06,127-05/09,128-05/10,129-05/11,130-05/12
PAVS";
"PAVIMENTACOES TREIN LTDA";"NFM. 050326";"3759/9";"9";"0";"03/12/2026";"100,00";"0";"7.800,00";"0,00";"0,00";"7.800,00";
"                          Obs: CHEQUES 
121-05/03,172-13/03,122-05/04,123-05/05,124-05/06,127-05/09,128-05/10,129-05/11,130-05/12
PAVS";
"Ss Locações Ltda";"FAT. 210525";"97/11";"13";"0";"30/05/2026";"100,00";"0";"350,00";"0,00";"0,00";"350,00";
"                          Obs: PIX 46722228000110";
"Ss Locações Ltda";"FAT. 210525";"97/12";"13";"0";"30/06/2026";"100,00";"0";"350,00";"0,00";"0,00";"350,00";
"                          Obs: PIX 46722228000110";
"Ss Locações Ltda";"FAT. 210525";"97/13";"13";"0";"30/07/2026";"100,00";"0";"350,00";"0,00";"0,00";"350,00";
"                          Obs: PIX 46722228000110";
"VK AGRIMENSURA E CARTOGRAFIA LTDA";"NFS. 7";"2359/2";"3";"0";"16/12/2025";"100,00";"147";"1.440,00";"0,00";"0,00";"1.440,00";
"VK AGRIMENSURA E CARTOGRAFIA LTDA";"FAT. 0805";"4797/1";"1";"0";"25/05/2026";"100,00";"0";"1.450,00";"0,00";"0,00";"1.450,00";
"X3 TERRAPLANAGEM E CONSTRUCAO LTDA";"NFS. 240226";"3441/3";"3";"0";"15/05/2026";"68,33";"0";"4.100,00";"0,00";"0,00";"4.100,00";
"                          Obs: CHEQUES 137 17/03     
                    138 17/04
                     139 17/05
FRETE LAMI PARA IPANEMA R$ 1.400,00 
FRETE DE MATERIAL PARA CORSAN E PARA MC3 R$ 900,00 
FRETE DE IGREJINHA PARA RITMO R$ 800,00 
FRETE DE IMBÉ PARA IGREJINHA R$ 3.200,00 
FRETE RITMO PARA MC3 R$ 600,00 
FRETE DEVOLUÇÃO DA MAQUINA (ESCAVADEIRA R$ 2.000,00 
10 DIÁRIAS CAMINHÃO IGREJINHA R$ 9100,00
";
"X3 TERRAPLANAGEM E CONSTRUCAO LTDA";"NFM. 28012026";"3125/3";"4";"0";"17/05/2026";"100,00";"0";"2.340,00";"0,00";"0,00";"2.340,00";
"                          Obs: BGS E AREIA VINICIUS PASSOU NA PLANILHA DE COMPRAS EM 28/01
CHEQUE 28- 11/04
CHEQUE 29 - 02/05
CHEQUE 30 19/05
CHEQUE 31 13/06";
"X3 TERRAPLANAGEM E CONSTRUCAO LTDA";"NFM. 28012026";"3125/4";"4";"0";"11/06/2026";"100,00";"0";"2.340,00";"0,00";"0,00";"2.340,00";
"                          Obs: BGS E AREIA VINICIUS PASSOU NA PLANILHA DE COMPRAS EM 28/01
CHEQUE 28- 11/04
CHEQUE 29 - 02/05
CHEQUE 30 19/05
CHEQUE 31 13/06";
"";
"Centro de Custo: ";"7 - Hulha Negra - Senar";
"Credor";"Documento";"Lançamento";"Qt.";"Ind.";"Data vencto";"%";"Dias";"Valor no vencto";"Acréscimo";"Desconto";"Total";
"Dioni Lisquierdo Bartz 01177424061";"NFS. 200226";"3438/2";"5";"0";"18/05/2026";"100,00";"0";"6.000,00";"0,00";"0,00";"6.000,00";
"                          Obs: CHEQUES 132-20/04
                    133--20/05
                     134-20/06
                     135-20/07
                      136-20/08


";
"Dioni Lisquierdo Bartz 01177424061";"NFS. 200226";"3438/3";"5";"0";"18/06/2026";"100,00";"0";"6.000,00";"0,00";"0,00";"6.000,00";
"                          Obs: CHEQUES 132-20/04
                    133--20/05
                     134-20/06
                     135-20/07
                      136-20/08


";
"Dioni Lisquierdo Bartz 01177424061";"NFS. 200226";"3438/4";"5";"0";"18/07/2026";"100,00";"0";"6.000,00";"0,00";"0,00";"6.000,00";
"                          Obs: CHEQUES 132-20/04
                    133--20/05
                     134-20/06
                     135-20/07
                      136-20/08


";
"Dioni Lisquierdo Bartz 01177424061";"NFS. 200226";"3438/5";"5";"0";"18/08/2026";"100,00";"0";"6.000,00";"0,00";"0,00";"6.000,00";
"                          Obs: CHEQUES 132-20/04
                    133--20/05
                     134-20/06
                     135-20/07
                      136-20/08


";
"Rm Locações De Equipamentos Ltda";"FAT. 1846";"1099/1";"1";"0";"15/12/2026";"100,00";"0";"1.453,57";"0,00";"0,00";"1.453,57";
"";
"Centro de Custo: ";"8 - Casa Ramona E Patrick";
"Credor";"Documento";"Lançamento";"Qt.";"Ind.";"Data vencto";"%";"Dias";"Valor no vencto";"Acréscimo";"Desconto";"Total";
"Barth E Morais Comercial De Tintas Ltda";"NFM. 11046";"3665/1";"1";"0";"30/03/2026";"100,00";"43";"229,00";"0,00";"0,00";"229,00";
"Barth E Morais Comercial De Tintas Ltda";"NFM. 11136";"4782/1";"2";"0";"22/05/2026";"100,00";"0";"799,00";"0,00";"0,00";"799,00";
"Barth E Morais Comercial De Tintas Ltda";"NFM. 11136";"4782/2";"2";"0";"07/06/2026";"100,00";"0";"799,00";"0,00";"0,00";"799,00";
"Elevato Materiais De Construção E Decoração Ltda";"NFM. 14004143";"2191/1";"2";"0";"12/12/2025";"100,00";"151";"546,93";"0,00";"0,00";"546,93";
"                          Obs: BOLETO";
"Elevato Materiais De Construção E Decoração Ltda";"NFM. 14004143";"2191/2";"2";"0";"11/01/2026";"100,00";"121";"546,93";"0,00";"0,00";"546,93";
"                          Obs: BOLETO";
"LPS COMPANY LTDA -NEO AVANT";"NFM. 111125";"2172/7";"12";"0";"20/05/2026";"100,00";"0";"196,87";"0,00";"0,00";"196,87";
"                          Obs: INTERRUPTORES INTELIGENTES + HUB ZIGBEE
CARTÃO ELO CEF";
"LPS COMPANY LTDA -NEO AVANT";"NFM. 111125";"2172/8";"12";"0";"20/06/2026";"100,00";"0";"196,87";"0,00";"0,00";"196,87";
"                          Obs: INTERRUPTORES INTELIGENTES + HUB ZIGBEE
CARTÃO ELO CEF";
"LPS COMPANY LTDA -NEO AVANT";"NFM. 111125";"2172/9";"12";"0";"20/07/2026";"100,00";"0";"196,87";"0,00";"0,00";"196,87";
"                          Obs: INTERRUPTORES INTELIGENTES + HUB ZIGBEE
CARTÃO ELO CEF";
"LPS COMPANY LTDA -NEO AVANT";"NFM. 111125";"2172/10";"12";"0";"20/08/2026";"100,00";"0";"196,87";"0,00";"0,00";"196,87";
"                          Obs: INTERRUPTORES INTELIGENTES + HUB ZIGBEE
CARTÃO ELO CEF";
"LPS COMPANY LTDA -NEO AVANT";"NFM. 111125";"2172/11";"12";"0";"20/09/2026";"100,00";"0";"196,87";"0,00";"0,00";"196,87";
"                          Obs: INTERRUPTORES INTELIGENTES + HUB ZIGBEE
CARTÃO ELO CEF";
"LPS COMPANY LTDA -NEO AVANT";"NFM. 111125";"2172/12";"12";"0";"20/10/2026";"100,00";"0";"196,87";"0,00";"0,00";"196,87";
"                          Obs: INTERRUPTORES INTELIGENTES + HUB ZIGBEE
CARTÃO ELO CEF";
"";
"Centro de Custo: ";"9 - Casa Kj";
"Credor";"Documento";"Lançamento";"Qt.";"Ind.";"Data vencto";"%";"Dias";"Valor no vencto";"Acréscimo";"Desconto";"Total";
"Mmi Cunha Comercio E Ferragens Ltda";"NFM. 20601";"4372/1";"1";"0";"12/05/2026";"100,00";"0";"251,74";"0,00";"0,00";"251,74";
"Mmi Cunha Comercio E Ferragens Ltda";"NFM. 20670";"4496/1";"1";"0";"22/05/2026";"100,00";"0";"377,61";"0,00";"0,00";"377,61";
"";
"Centro de Custo: ";"10 - Condomínio Rithmo";
"Credor";"Documento";"Lançamento";"Qt.";"Ind.";"Data vencto";"%";"Dias";"Valor no vencto";"Acréscimo";"Desconto";"Total";
"A. Muller Comercio De Materiais De Construção Ltda";"NFM. 65635098";"3950/1";"1";"0";"10/04/2026";"100,00";"32";"720,00";"0,00";"0,00";"720,00";
"                          Obs: Pagamento dia 10/04. Chave Pix - CNPJ: 14690173000193";
"A. Muller Comercio De Materiais De Construção Ltda";"NFM. 65635043";"3951/1";"1";"0";"10/04/2026";"100,00";"32";"720,00";"0,00";"0,00";"720,00";
"A. Muller Comercio De Materiais De Construção Ltda";"NFM. 656344634";"3952/1";"1";"0";"10/04/2026";"100,00";"32";"1.800,00";"0,00";"0,00";"1.800,00";
"A. Muller Comercio De Materiais De Construção Ltda";"NFM. 65633892";"3953/1";"1";"0";"10/04/2026";"100,00";"32";"1.800,00";"0,00";"0,00";"1.800,00";
"A. Muller Comercio De Materiais De Construção Ltda";"NFM. 65782167";"4013/1";"1";"0";"18/04/2026";"100,00";"24";"1.800,00";"0,00";"0,00";"1.800,00";
"                          Obs: pix 14690173000193";
"A. Muller Comercio De Materiais De Construção Ltda";"NFM. 65960522";"4162/1";"1";"0";"28/04/2026";"100,00";"14";"690,00";"0,00";"0,00";"690,00";
"                          Obs: PIX 14690173000193";
"A. Muller Comercio De Materiais De Construção Ltda";"NFM. 66102234";"4309/1";"1";"0";"28/04/2026";"100,00";"14";"720,00";"0,00";"0,00";"720,00";
"                          Obs: PIX";
"A. Muller Comercio De Materiais De Construção Ltda";"NFM. 66141632";"4318/1";"1";"0";"05/05/2026";"100,00";"7";"900,00";"0,00";"0,00";"900,00";
"A. Muller Comercio De Materiais De Construção Ltda";"NFM. 66141565";"4319/1";"1";"0";"05/05/2026";"100,00";"7";"1.800,00";"0,00";"0,00";"1.800,00";
"A. Muller Comercio De Materiais De Construção Ltda";"NFM. 66142584";"4320/1";"1";"0";"05/05/2026";"100,00";"7";"690,00";"0,00";"0,00";"690,00";
"A. Muller Comercio De Materiais De Construção Ltda";"NFM. 66142431";"4321/1";"1";"0";"05/05/2026";"100,00";"7";"1.380,00";"0,00";"0,00";"1.380,00";
"A. Muller Comercio De Materiais De Construção Ltda";"NFM. 66451920";"4566/1";"1";"0";"18/05/2026";"100,00";"0";"1.500,00";"0,00";"0,00";"1.500,00";
"A. Muller Comercio De Materiais De Construção Ltda";"NFM. 66451390";"4570/1";"1";"0";"18/05/2026";"100,00";"0";"1.500,00";"0,00";"0,00";"1.500,00";
"A. Muller Comercio De Materiais De Construção Ltda";"NFM. 66518667";"4636/1";"1";"0";"22/05/2026";"100,00";"0";"1.437,50";"0,00";"0,00";"1.437,50";
"BERESIL MATERIAIS DE CONSTRUCAO LTDA";"NFM. 54935";"4606/1";"1";"0";"12/05/2026";"100,00";"0";"548,84";"0,00";"0,00";"548,84";
"BRITASINOS CONCRETOS LTDA";"NFS. 59813";"4375/1";"1";"0";"12/05/2026";"100,00";"0";"784,00";"0,00";"0,00";"784,00";
"                          Obs: TAXA DE CANCELAMENTO CONFIRMADO COM MAURICIO";
"Cassol Materiais De Construcao Ltda";"NFM. 1209484";"4740/1";"1";"0";"04/06/2026";"100,00";"0";"560,64";"0,00";"0,00";"560,64";
"COMERCIAL DE AREIA CAROCHA LTDA";"NFS. 170326";"3904/1";"1";"0";"05/04/2026";"100,00";"37";"1.350,00";"0,00";"0,00";"1.350,00";
"                          Obs: CHEQUE 23 SANTANDER
PARA 07/04";
"COMERCIAL DE AREIA CAROCHA LTDA";"FAT. 110326";"3775/2";"2";"0";"23/05/2026";"100,00";"0";"15.000,00";"0,00";"0,00";"15.000,00";
"                          Obs: CHEQUE 159 - 15.000,00 PARA 25/04
CHEQUE 160-15.000,00 PARA 25/05
SALDO NÃO ESTÁ EM CHEQUE";
"COMERCIAL DE TINTAS CUNHA LTDA- AMAURI TINTAS";"NFM. 885";"3010/1";"2";"0";"20/02/2026";"100,00";"81";"2.038,00";"0,00";"0,00";"2.038,00";
"                          Obs: BOLETO";
"COMERCIAL DE TINTAS CUNHA LTDA- AMAURI TINTAS";"NFM. 885";"3010/2";"2";"0";"22/03/2026";"100,00";"51";"2.037,00";"0,00";"0,00";"2.037,00";
"                          Obs: BOLETO";
"Eduardo Schiling";"NFS. 040516";"4666/1";"1";"0";"19/05/2026";"100,00";"0";"830,00";"0,00";"0,00";"830,00";
"Freeban Locação De Banheiros Químicos Eirelli";"FAT. 872";"3858/1";"1";"0";"29/04/2026";"100,00";"13";"900,00";"0,00";"0,00";"900,00";
"Freeban Locação De Banheiros Químicos Eirelli";"FAT. 1039";"4571/1";"1";"0";"20/05/2026";"100,00";"0";"900,00";"0,00";"0,00";"900,00";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 423745";"3695/2";"3";"0";"02/05/2026";"100,00";"10";"219,83";"0,00";"0,00";"219,83";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 443095";"4276/1";"2";"0";"02/05/2026";"100,00";"10";"668,85";"0,00";"0,00";"668,85";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 426227";"3771/2";"2";"0";"05/05/2026";"100,00";"7";"574,04";"0,00";"0,00";"574,04";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 407974";"3272/3";"3";"0";"07/05/2026";"100,00";"5";"2.498,90";"0,00";"0,00";"2.498,90";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 450912";"4419/1";"1";"0";"14/05/2026";"100,00";"0";"1.409,11";"0,00";"0,00";"1.409,11";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 432698";"3941/2";"3";"0";"16/05/2026";"100,00";"0";"1.689,70";"0,00";"0,00";"1.689,70";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 452865";"4468/1";"1";"0";"16/05/2026";"100,00";"0";"1.379,07";"0,00";"0,00";"1.379,07";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 452860";"4469/1";"1";"0";"16/05/2026";"100,00";"0";"2.133,20";"0,00";"0,00";"2.133,20";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 455310";"4500/1";"3";"0";"20/05/2026";"100,00";"0";"993,34";"0,00";"0,00";"993,34";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 457710";"4560/1";"1";"0";"23/05/2026";"100,00";"0";"2.086,24";"0,00";"0,00";"2.086,24";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 423745";"3695/3";"3";"0";"01/06/2026";"100,00";"0";"219,83";"0,00";"0,00";"219,83";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 443095";"4276/2";"2";"0";"01/06/2026";"100,00";"0";"668,85";"0,00";"0,00";"668,85";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 468800";"4783/1";"2";"0";"06/06/2026";"100,00";"0";"1.090,11";"0,00";"0,00";"1.090,11";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 432698";"3941/3";"3";"0";"15/06/2026";"100,00";"0";"1.690,20";"0,00";"0,00";"1.690,20";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 455310";"4500/2";"3";"0";"19/06/2026";"100,00";"0";"993,33";"0,00";"0,00";"993,33";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 468800";"4783/2";"2";"0";"06/07/2026";"100,00";"0";"1.090,11";"0,00";"0,00";"1.090,11";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 455310";"4500/3";"3";"0";"19/07/2026";"100,00";"0";"993,33";"0,00";"0,00";"993,33";
"Goldengeo Mapeamento E Consultoria Ltda";"NFS. 080526";"4780/1";"1";"0";"20/05/2026";"100,00";"0";"650,00";"0,00";"0,00";"650,00";
"                          Obs: REFERENTE MEIA DIÁRIA";
"HIDROVAC DESENTUPIDORA E LOCADORA DE TRANSPORTES DE PRODUTOS PERIGOSOS LTDA";"FAT. 878";"4308/2";"3";"0";"07/05/2026";"100,00";"5";"3.333,33";"0,00";"0,00";"3.333,33";
"HIDROVAC DESENTUPIDORA E LOCADORA DE TRANSPORTES DE PRODUTOS PERIGOSOS LTDA";"FAT. 878";"4308/3";"3";"0";"22/05/2026";"100,00";"0";"3.333,34";"0,00";"0,00";"3.333,34";
"IMPORTADORA E DISTRIBUIDORA DE ALIMENTOS REDE POLO LTDA";"NFM. 225212";"4586/1";"1";"0";"22/05/2026";"100,00";"0";"1.514,96";"0,00";"0,00";"1.514,96";
"JOAO A. F DE ARAUJO TERRAPLANAGEM LTDA";"NFS. 030326";"3966/1";"1";"0";"20/03/2026";"100,00";"53";"600,00";"0,00";"0,00";"600,00";
"                          Obs: furação estaca ritmo";
"JOAO A. F DE ARAUJO TERRAPLANAGEM LTDA";"NFM. 100426";"4328/1";"1";"0";"25/04/2026";"100,00";"17";"600,00";"0,00";"0,00";"600,00";
"                          Obs: BANCO CRESOL 06099375000137";
"LINEAR TUBOS E CONEXOES LTDA";"NFM. 12751";"1687/1";"1";"0";"04/11/2025";"100,00";"189";"2.143,39";"0,00";"0,00";"2.143,39";
"                          Obs: BOLETO";
"LINEAR TUBOS E CONEXOES LTDA";"NFM. 12900";"1751/1";"2";"0";"07/11/2025";"100,00";"186";"1.930,47";"0,00";"0,00";"1.930,47";
"LINEAR TUBOS E CONEXOES LTDA";"NFM. 12813";"1689/1";"1";"0";"10/11/2025";"100,00";"183";"342,00";"0,00";"0,00";"342,00";
"                          Obs: BOLETO";
"LINEAR TUBOS E CONEXOES LTDA";"NFM. 12900";"1751/2";"2";"0";"05/12/2025";"100,00";"158";"1.930,48";"0,00";"0,00";"1.930,48";
"LINEAR TUBOS E CONEXOES LTDA";"NFM. 13055";"2184/1";"1";"0";"09/12/2025";"100,00";"154";"683,62";"0,00";"0,00";"683,62";
"M VARGAS LOCACOES LTDA";"FAT. 110526";"4814/1";"1";"0";"15/05/2026";"100,00";"0";"512,00";"0,00";"0,00";"512,00";
"                          Obs: LOCAÇÃO DE ANDAIMES PELA SULMAK";
"Mauricio Lima Metzdorf";"NFS. 040526";"4667/1";"1";"0";"05/05/2026";"53,33";"7";"40,00";"0,00";"0,00";"40,00";
"                          Obs: RESSARCIMENTO TRANSPORTE";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 100426";"4327/1";"4";"0";"10/05/2026";"100,00";"2";"106,05";"0,00";"0,00";"106,05";
"                          Obs: cartão de credito santander";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 100426";"4327/2";"4";"0";"10/06/2026";"100,00";"0";"106,05";"0,00";"0,00";"106,05";
"                          Obs: cartão de credito santander";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 080526";"4777/1";"6";"0";"10/06/2026";"100,00";"0";"58,56";"0,00";"0,00";"58,56";
"                          Obs: CARTÃO DE CREDITO SANTANDER
LUVA ELETROFUSÃO";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 0805262";"4778/1";"10";"0";"10/06/2026";"100,00";"0";"74,91";"0,00";"0,00";"74,91";
"                          Obs: CARTÃO DE CREDITO SANTANDER
TE DE ELETROFUSÃO";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 100426";"4327/3";"4";"0";"10/07/2026";"100,00";"0";"106,05";"0,00";"0,00";"106,05";
"                          Obs: cartão de credito santander";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 080526";"4777/2";"6";"0";"10/07/2026";"100,00";"0";"58,54";"0,00";"0,00";"58,54";
"                          Obs: CARTÃO DE CREDITO SANTANDER
LUVA ELETROFUSÃO";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 0805262";"4778/2";"10";"0";"10/07/2026";"100,00";"0";"74,95";"0,00";"0,00";"74,95";
"                          Obs: CARTÃO DE CREDITO SANTANDER
TE DE ELETROFUSÃO";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 100426";"4327/4";"4";"0";"10/08/2026";"100,00";"0";"106,05";"0,00";"0,00";"106,05";
"                          Obs: cartão de credito santander";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 080526";"4777/3";"6";"0";"10/08/2026";"100,00";"0";"58,54";"0,00";"0,00";"58,54";
"                          Obs: CARTÃO DE CREDITO SANTANDER
LUVA ELETROFUSÃO";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 0805262";"4778/3";"10";"0";"10/08/2026";"100,00";"0";"74,95";"0,00";"0,00";"74,95";
"                          Obs: CARTÃO DE CREDITO SANTANDER
TE DE ELETROFUSÃO";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 080526";"4777/4";"6";"0";"10/09/2026";"100,00";"0";"58,54";"0,00";"0,00";"58,54";
"                          Obs: CARTÃO DE CREDITO SANTANDER
LUVA ELETROFUSÃO";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 0805262";"4778/4";"10";"0";"10/09/2026";"100,00";"0";"74,95";"0,00";"0,00";"74,95";
"                          Obs: CARTÃO DE CREDITO SANTANDER
TE DE ELETROFUSÃO";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 080526";"4777/5";"6";"0";"10/10/2026";"100,00";"0";"58,54";"0,00";"0,00";"58,54";
